Файл,Тип кампании,Уровень,ID группы,Название группы,Номер группы,Минус-фраза,Слов,Длина
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-бады,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-бесплатно,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-бесплатный макет,2,17
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-бу,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-вайлдберриз,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-вакансии,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-видео,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-википедия,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-вино,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-выкройка,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-где,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-где упаковать,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-готовое решение,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-готовый,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-дерево,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-деревянная,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-диплом,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-еда,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-зарплата,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-зачем,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768578256,Косметика и парфюмерия (Автотаргетинг),10,-значение,1,9
